epoch,batch_id,index,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9
0,0,0,6.174068927764893,6.174068927764893,6.297917366027832,6.246448516845703,6.246448516845703,6.207457542419434,6.114739894866943,6.263396739959717,6.243355751037598,6.299168109893799
0,0,1,5.576240539550781,5.317241191864014,5.025478839874268,5.104198455810547,5.361403465270996,5.440238952636719,5.54209041595459,5.6370038986206055,5.714135646820068,5.910237789154053
0,0,2,16.11798667907715,14.800503730773926,13.918725967407227,13.17807388305664,12.131474494934082,12.073711395263672,10.33914566040039,10.280411720275879,9.616549491882324,8.878161430358887
0,0,3,11.185968399047852,10.12171459197998,9.791364669799805,9.37243938446045,7.61791467666626,7.420064926147461,6.803515434265137,6.093858242034912,5.925764560699463,5.922250747680664
0,1,0,8.681982040405273,7.761571884155273,7.306018352508545,7.218183517456055,7.268390655517578,7.2029218673706055,7.2029218673706055,7.475849628448486,7.3341803550720215,7.349867820739746
0,1,1,2.930434226989746,2.611706495285034,3.806436777114868,4.957091808319092,5.718715667724609,6.21353006362915,6.744419574737549,7.022055149078369,7.063033103942871,7.13374662399292
0,1,2,2.847419500350952,2.8743979930877686,2.8706226348876953,2.9208364486694336,4.560273170471191,4.560273170471191,5.3315749168396,5.59638786315918,7.731765270233154,7.731765270233154
0,1,3,1.9363172054290771,2.354584217071533,2.650038242340088,3.0923080444335938,4.025144100189209,4.1283278465271,5.31930685043335,6.378832817077637,7.32960844039917,7.632237434387207
0,2,0,2.598240375518799,2.6140565872192383,2.638011932373047,2.672396421432495,2.8541011810302734,3.393944263458252,4.5459113121032715,5.50109338760376,5.701193332672119,8.6015625
0,2,1,2.7208032608032227,3.53582763671875,8.045097351074219,10.687315940856934,11.733672142028809,11.837904930114746,11.335081100463867,11.112432479858398,10.742801666259766,10.616659164428711
0,2,2,1.9473464488983154,1.6301649808883667,1.72147536277771,1.828626275062561,3.4458022117614746,3.5363070964813232,6.023139953613281,8.190646171569824,10.290948867797852,10.53027057647705
0,2,3,3.509258985519409,4.548993110656738,5.290844440460205,5.830074310302734,7.4394001960754395,7.569704055786133,8.570452690124512,9.729406356811523,11.724181175231934,12.009625434875488
0,3,0,3.326554298400879,2.692157745361328,2.2583491802215576,2.311544179916382,2.646456480026245,3.098170757293701,3.530890703201294,5.35674524307251,5.839610576629639,7.334336757659912
0,3,1,4.404471397399902,4.691784381866455,5.510527610778809,5.565798759460449,6.454636573791504,6.57020902633667,6.571746826171875,7.067980766296387,8.641716957092285,8.721955299377441
0,3,2,1.8234658241271973,2.159109592437744,2.5101864337921143,2.5889639854431152,3.143855571746826,3.440965414047241,3.5923726558685303,3.8408823013305664,4.967763423919678,5.567915439605713
0,3,3,1.6802372932434082,1.7631107568740845,2.3229877948760986,4.0210771560668945,5.802870273590088,5.797401428222656,5.774362564086914,8.509580612182617,11.342848777770996,11.287428855895996
0,4,0,1.608506441116333,1.6151089668273926,1.6059315204620361,1.624112844467163,1.6659915447235107,1.881779670715332,2.150568723678589,2.1899778842926025,2.268437385559082,3.36279034614563
0,4,1,1.3047518730163574,1.3457623720169067,2.360759973526001,2.4781672954559326,3.3847761154174805,3.5449204444885254,3.5314886569976807,4.16770076751709,5.860527038574219,6.127906799316406
0,4,2,0.8249074220657349,0.9026716351509094,1.0299105644226074,1.0657938718795776,1.1075383424758911,1.2765979766845703,1.3511298894882202,1.4157847166061401,2.3419830799102783,3.6920201778411865
0,4,3,1.4111422300338745,1.6740001440048218,2.435939311981201,4.115850448608398,5.417237758636475,5.419672012329102,5.3910417556762695,7.534065246582031,10.378556251525879,10.343884468078613
0,5,0,0.7432191371917725,1.2754584550857544,3.102863073348999,3.14795184135437,4.4502763748168945,4.569547176361084,4.604225158691406,5.114534378051758,7.0317230224609375,7.242788791656494
0,5,1,1.2830511331558228,2.0241947174072266,4.25600528717041,4.398056983947754,5.755002021789551,5.885042190551758,5.839571952819824,6.512045860290527,8.467538833618164,8.7258939743042
0,5,2,0.9804725050926208,3.2762393951416016,4.947847366333008,7.516712665557861,9.55049991607666,9.52599048614502,9.545066833496094,11.95995044708252,13.937536239624023,13.937536239624023
0,5,3,0.6069021224975586,3.227604866027832,5.3929362297058105,8.511748313903809,10.688923835754395,10.730177879333496,10.670418739318848,13.324371337890625,14.957816123962402,15.025422096252441
0,6,0,1.7521641254425049,2.17055082321167,8.992295265197754,12.252009391784668,14.451045036315918,16.146095275878906,17.30010986328125,17.746322631835938,17.63208770751953,18.717857360839844
0,6,1,4.701570987701416,4.051849365234375,4.030186653137207,4.1132659912109375,4.120963096618652,4.338012218475342,4.430971622467041,4.648730754852295,4.648730754852295,4.88074254989624
0,6,2,2.20194149017334,3.2298810482025146,3.3450515270233154,4.1290106773376465,4.345113754272461,6.368846416473389,5.335484027862549,5.454911231994629,5.511619567871094,7.818018913269043
0,6,3,1.3308464288711548,1.3652052879333496,1.437002420425415,1.4315530061721802,1.450384497642517,1.7003216743469238,1.9362561702728271,3.4868757724761963,7.64293909072876,9.533295631408691
0,7,0,2.0400688648223877,2.2612154483795166,2.5365166664123535,2.64290452003479,2.8407886028289795,3.0394294261932373,3.545335292816162,3.7666585445404053,5.690440654754639,6.323850631713867
0,7,1,1.367148995399475,1.4252381324768066,1.4252381324768066,1.4431512355804443,1.5588953495025635,2.9539613723754883,2.9599175453186035,3.962405204772949,4.374063968658447,7.463479042053223
0,7,2,1.3095006942749023,5.236268520355225,5.59404993057251,6.6419172286987305,6.75654935836792,8.881241798400879,7.702228546142578,7.658705234527588,7.429542541503906,7.474900722503662
0,7,3,0.8967879414558411,0.8679440021514893,1.2613283395767212,1.4366551637649536,1.5189540386199951,1.913893699645996,2.257150888442993,3.205179452896118,3.226884126663208,3.4766135215759277
0,8,0,1.043745517730713,2.7286996841430664,3.787876605987549,3.9038186073303223,4.122520446777344,4.291910648345947,4.7844767570495605,4.671403408050537,5.6531291007995605,6.800187587738037
0,8,1,1.3028838634490967,1.3017358779907227,1.418081283569336,1.911256194114685,2.361236333847046,2.5995571613311768,3.8169918060302734,5.4712677001953125,7.208075046539307,10.497997283935547
0,8,2,0.9431431889533997,4.340203285217285,4.968939781188965,6.309340000152588,6.567905426025391,8.012543678283691,7.255465507507324,7.416870594024658,7.911531448364258,8.261807441711426
0,8,3,2.2338221073150635,3.390153646469116,5.57218074798584,5.799368381500244,6.212246894836426,6.592443943023682,7.462769031524658,7.8073859214782715,7.989967346191406,8.218682289123535
0,9,0,1.052065372467041,4.946774482727051,7.203321933746338,7.432448387145996,7.829177379608154,8.11889362335205,8.802380561828613,8.73299503326416,8.22286605834961,9.020110130310059
0,9,1,1.854682445526123,1.8000191450119019,1.8316876888275146,1.918344259262085,1.9198213815689087,2.016803741455078,2.7050437927246094,3.236853837966919,3.877814769744873,4.2193379402160645
0,9,2,1.3413941860198975,1.3423575162887573,1.3309803009033203,1.7502691745758057,1.8716189861297607,1.8773794174194336,4.900984764099121,5.961987018585205,6.476583957672119,7.245451927185059
0,9,3,0.6441057324409485,1.4631518125534058,2.949549913406372,3.7415823936462402,4.360265731811523,4.784820556640625,5.101597309112549,6.01047945022583,6.516549587249756,9.241151809692383
0,10,0,0.900348424911499,1.0954463481903076,1.9245450496673584,2.0890467166900635,3.5604918003082275,3.7780699729919434,4.312403678894043,5.416263580322266,6.109518051147461,10.97250747680664
0,10,1,0.6589332818984985,0.6845104098320007,0.8742570281028748,0.9344627261161804,0.9921976327896118,1.0521621704101562,1.4209405183792114,1.6084085702896118,1.6489462852478027,3.0447959899902344
