epoch,batch_id,index,t1,t2,t3
0.0,0.0,0.0,0.14901100099086761,0.42397382855415344,-4.498274803161621
0.0,0.0,1.0,17.595666885375977,2.5131654739379883,-5.740619659423828
0.0,0.0,2.0,17.48165512084961,3.021420478820801,-4.114419460296631
0.0,0.0,3.0,34.57170867919922,4.942331314086914,-6.265260219573975
0.0,1.0,0.0,3.180975914001465,6.4021100997924805,-3.081930637359619
0.0,1.0,1.0,12.979891777038574,0.0,-8.413475036621094
0.0,1.0,2.0,0.8058646321296692,0.03283125162124634,-6.05146598815918
0.0,1.0,3.0,21.58818817138672,12.753376960754395,-4.117419719696045
0.0,2.0,0.0,8.844134330749512,0.0,-7.4416823387146
0.0,2.0,1.0,8.611681938171387,0.0,-8.651002883911133
0.0,2.0,2.0,3.9517014026641846,0.0,-7.938938140869141
0.0,2.0,3.0,24.12898063659668,2.2629623413085938,-6.674946308135986
0.0,3.0,0.0,11.144963264465332,2.983499526977539,-5.439670562744141
0.0,3.0,1.0,1.8648508787155151,0.13441485166549683,-5.541177749633789
0.0,3.0,2.0,4.882663249969482,0.0,-7.716305732727051
0.0,3.0,3.0,1.9438605308532715,1.3607282638549805,-6.143733978271484
0.0,4.0,0.0,0.44952288269996643,0.017533302307128906,-5.150688171386719
0.0,4.0,1.0,3.0891761779785156,0.43769001960754395,-5.410784721374512
0.0,4.0,2.0,3.4011056423187256,0.13136649131774902,-5.028499603271484
0.0,4.0,3.0,0.879730761051178,0.2767510414123535,-6.743011474609375
0.0,5.0,0.0,2.0157361030578613,0.3888683319091797,-4.962863922119141
0.0,5.0,1.0,2.8129770755767822,0.0,-5.873237609863281
0.0,5.0,2.0,2.57904052734375,0.0,-6.332541465759277
0.0,5.0,3.0,0.6262495517730713,0.4618789851665497,-6.250174522399902
0.0,6.0,0.0,1.907760739326477,0.3370990753173828,-7.589932918548584
0.0,6.0,1.0,0.8525574803352356,0.1991686224937439,-4.757464408874512
0.0,6.0,2.0,0.31817424297332764,0.0,-6.841479301452637
0.0,6.0,3.0,0.6785284876823425,0.06505303829908371,-6.428950309753418
0.0,7.0,0.0,1.1191202402114868,2.204951047897339,-5.174074172973633
0.0,7.0,1.0,0.36488476395606995,0.22609782218933105,-4.682248592376709
0.0,7.0,2.0,0.292038232088089,0.0,-7.899690628051758
0.0,7.0,3.0,1.1838057041168213,0.0981452465057373,-5.7110795974731445
0.0,8.0,0.0,3.479849100112915,0.0,-7.8894758224487305
0.0,8.0,1.0,3.9717679023742676,0.08646750450134277,-7.036944389343262
0.0,8.0,2.0,3.9816699028015137,0.0,-8.32138442993164
0.0,8.0,3.0,2.7033865451812744,0.0,-8.037752151489258
0.0,9.0,0.0,1.6453346014022827,0.0,-7.997034549713135
0.0,9.0,1.0,1.5558586120605469,0.0,-6.363801002502441
0.0,9.0,2.0,1.235953450202942,0.012587308883666992,-6.564078330993652
0.0,9.0,3.0,0.11720381677150726,0.7624322175979614,-5.529115676879883
0.0,10.0,0.0,0.41207268834114075,0.1497679054737091,-6.798833847045898
0.0,10.0,1.0,0.5698158740997314,0.19877839088439941,-4.92035436630249
0.0,10.0,2.0,0.5595611929893494,0.0,-7.004491806030273
0.0,10.0,3.0,0.31132441759109497,0.1400059461593628,-5.222445964813232
0.0,11.0,0.0,0.7448337078094482,0.13030242919921875,-6.759555339813232
0.0,11.0,1.0,1.5484341382980347,0.0,-7.0771026611328125
0.0,11.0,2.0,1.756081461906433,0.04220116138458252,-7.056331157684326
0.0,11.0,3.0,0.2924584448337555,0.0,-7.25689172744751
0.0,12.0,0.0,1.160298228263855,0.0,-6.962300777435303
0.0,12.0,1.0,0.6898642778396606,0.0,-8.810628890991211
0.0,12.0,2.0,1.1562225818634033,0.0,-5.977005958557129
0.0,12.0,3.0,2.8564846515655518,0.0,-8.48922348022461
0.0,13.0,0.0,0.01985374465584755,7.8709564208984375,-3.7558536529541016
0.0,13.0,1.0,2.255413770675659,21.60541534423828,-2.425212860107422
0.0,13.0,2.0,0.1093229427933693,0.029064655303955078,-5.285892486572266
0.0,13.0,3.0,0.40945661067962646,0.0,-8.127842903137207
0.0,14.0,0.0,0.08737988770008087,0.40492555499076843,-4.902463436126709
0.0,14.0,1.0,0.2345910668373108,0.0,-5.749183654785156
0.0,14.0,2.0,0.3161914646625519,0.14875705540180206,-6.394538879394531
0.0,14.0,3.0,0.4756214916706085,0.0,-7.672314167022705
0.0,15.0,0.0,0.4324658215045929,0.0,-6.117741584777832
0.0,15.0,1.0,0.442802757024765,0.0,-6.204625606536865
0.0,15.0,2.0,0.24762305617332458,0.0,-6.672152519226074
0.0,15.0,3.0,0.12852656841278076,0.0,-6.105626106262207
0.0,16.0,0.0,0.4076221287250519,0.31118184328079224,-6.0467329025268555
0.0,16.0,1.0,0.0958922952413559,0.0349225252866745,-6.119624137878418
0.0,16.0,2.0,0.04205581545829773,0.03643398731946945,-4.582916736602783
0.0,16.0,3.0,0.05792194977402687,0.0,-6.618229866027832
0.0,17.0,0.0,0.1424972116947174,0.012521959841251373,-4.669588565826416
0.0,17.0,1.0,0.062404051423072815,0.03039264678955078,-6.608251094818115
0.0,17.0,2.0,0.012572532519698143,0.0,-7.026640892028809
0.0,17.0,3.0,0.06968982517719269,0.0,-7.173079013824463
0.0,18.0,0.0,0.1772913932800293,0.0,-7.437281608581543
0.0,18.0,1.0,0.016418108716607094,0.014428377151489258,-7.177666664123535
0.0,18.0,2.0,1.2105801105499268,0.0,-8.677905082702637
0.0,18.0,3.0,0.5329922437667847,3.8247532844543457,-3.7436587810516357
0.0,19.0,0.0,1.2422360181808472,2.798919200897217,-6.94992733001709
0.0,19.0,1.0,0.7321267127990723,0.06534045934677124,-5.010822772979736
0.0,19.0,2.0,1.3791980743408203,0.5829565525054932,-6.7124342918396
0.0,19.0,3.0,1.9026955366134644,0.0,-6.217996597290039
0.0,20.0,0.0,0.5406851172447205,0.0,-8.523226737976074
0.0,20.0,1.0,0.5176984071731567,1.454148292541504,-4.7938361167907715
0.0,20.0,2.0,0.08687366545200348,1.4210816621780396,-6.082940578460693
0.0,20.0,3.0,1.6273820400238037,0.0,-8.413722038269043
0.0,21.0,0.0,0.7058783173561096,0.0,-8.75588607788086
0.0,21.0,1.0,0.9035347700119019,0.7260124683380127,-6.036508560180664
0.0,21.0,2.0,0.24392777681350708,0.14687171578407288,-6.897415637969971
0.0,21.0,3.0,0.3472619652748108,0.024935007095336914,-7.201587200164795
0.0,22.0,0.0,0.6452268958091736,0.0,-6.078921318054199
0.0,22.0,1.0,0.08663798868656158,0.0,-7.010345458984375
0.0,22.0,2.0,0.2522358298301697,0.15979258716106415,-5.581470012664795
0.0,22.0,3.0,0.18867480754852295,0.0731554925441742,-4.872076034545898
0.0,23.0,0.0,0.2869523763656616,0.2298746109008789,-6.044243335723877
0.0,23.0,1.0,0.2855774164199829,0.0,-4.977250576019287
0.0,23.0,2.0,0.3370867371559143,0.08550968766212463,-5.619647026062012
0.0,23.0,3.0,0.00943499431014061,0.0,-6.426548957824707
0.0,24.0,0.0,0.2735040783882141,0.0,-6.41417121887207
0.0,24.0,1.0,0.5064927935600281,0.08487331867218018,-5.572214126586914
0.0,24.0,2.0,0.506701648235321,0.018056809902191162,-5.931901931762695
0.0,24.0,3.0,4.08935546875,0.8396852016448975,-8.255334854125977
0.0,25.0,0.0,2.337512493133545,0.0497438907623291,-5.270452976226807
0.0,25.0,1.0,2.298170328140259,0.0,-7.982007026672363
0.0,25.0,2.0,1.0045939683914185,0.21046477556228638,-5.03867244720459
0.0,25.0,3.0,0.1954214870929718,0.0,-7.244105815887451
0.0,26.0,0.0,0.28654584288597107,0.015933752059936523,-5.33065128326416
0.0,26.0,1.0,0.5093610286712646,0.0,-8.116584777832031
0.0,26.0,2.0,0.541253387928009,0.07676190137863159,-5.889441013336182
0.0,26.0,3.0,0.5503033399581909,0.23105037212371826,-7.018252372741699
0.0,27.0,0.0,0.35422012209892273,0.0016286075115203857,-7.564871788024902
0.0,27.0,1.0,0.402633935213089,0.0,-8.272180557250977
0.0,27.0,2.0,0.22286030650138855,0.0251331627368927,-7.052299499511719
0.0,27.0,3.0,0.32141226530075073,0.0,-7.444484233856201
0.0,28.0,0.0,0.9160470962524414,0.001628875732421875,-7.752324104309082
0.0,28.0,1.0,0.871240496635437,0.13810253143310547,-5.840930938720703
0.0,28.0,2.0,0.10618966817855835,0.0,-7.1261186599731445
0.0,28.0,3.0,0.6843482255935669,0.27482837438583374,-5.052325248718262
0.0,29.0,0.0,0.1287001520395279,0.0,-5.299232482910156
0.0,29.0,1.0,0.024324465543031693,0.19875016808509827,-5.980947494506836
0.0,29.0,2.0,0.34947746992111206,0.14391371607780457,-4.763623237609863
0.0,29.0,3.0,0.2283637970685959,0.2617920935153961,-5.500414848327637
0.0,30.0,0.0,1.6290948390960693,0.017814040184020996,-5.691898345947266
0.0,30.0,1.0,2.0123579502105713,0.15126752853393555,-6.359596252441406
0.0,30.0,2.0,0.8483648300170898,0.0,-6.914859771728516
0.0,30.0,3.0,0.10002215206623077,0.2716243863105774,-5.826444625854492
0.0,31.0,0.0,0.28999266028404236,0.0,-8.542088508605957
0.0,31.0,1.0,3.8022568225860596,0.0,-4.943964958190918
0.0,31.0,2.0,8.734874725341797,29.035137176513672,-1.2003390789031982
0.0,31.0,3.0,1.2005633115768433,3.1924662590026855,-3.730071544647217
0.0,32.0,0.0,0.9088495969772339,0.034601449966430664,-5.7407636642456055
0.0,32.0,1.0,0.5687874555587769,0.5900598764419556,-4.3554205894470215
0.0,32.0,2.0,0.3293324112892151,1.103879451751709,-5.3988213539123535
0.0,32.0,3.0,0.27782851457595825,0.0,-4.729146480560303
0.0,33.0,0.0,1.220229983329773,1.9257614612579346,-4.515382289886475
0.0,33.0,1.0,0.43456441164016724,1.818718433380127,-4.627010822296143
0.0,33.0,2.0,0.3856351971626282,0.8008705377578735,-5.153154373168945
0.0,33.0,3.0,0.38386502861976624,0.05329588055610657,-6.2020063400268555
